customer_id,plan,billing_cycle,industry,company_size,seats,monthly_revenue,acquisition_channel,region,signup_date,churned,churn_date,churn_reason,support_tickets_12mo,nps_score,feature_usage_pct,upgraded,signup_date_dt,churn_date_dt,tenure_months,risk_score
CUST-0146,Enterprise,Monthly,Legal,11-50,15,1546.9,Organic Search,North America,2022-06-27,No,,,1,5,61,No,2022-06-27,,45.86070959264126,0.36693877551020404
CUST-0147,Starter,Annual,Manufacturing,1-10,6,43.14,Paid Ads,North America,2023-10-05,Yes,2023-11-21,Price Too High,5,3,15,No,2023-10-05,2023-11-21,1.5440210249671484,0.8290051020408163
CUST-0148,Enterprise,Monthly,Media,51-200,73,5888.2,Organic Search,Europe,2025-02-26,No,,,5,2,54,No,2025-02-26,,13.830486202365309,0.6163010204081633
CUST-0149,Professional,Monthly,Manufacturing,1-10,1,79.0,Direct Sales,North America,2025-07-28,No,,,11,6,74,No,2025-07-28,,8.83705650459921,0.4156887755102041
CUST-0150,Professional,Monthly,Manufacturing,11-50,26,375.25,Organic Search,Latin America,2023-07-02,Yes,2024-02-24,Price Too High,13,1,29,No,2023-07-02,2024-02-24,7.7858081471747695,0.7947704081632653
CUST-0151,Starter,Monthly,Retail,1-10,5,46.4,Social Media,North America,2024-05-26,Yes,2024-12-06,No Longer Needed,7,5,15,No,2024-05-26,2024-12-06,6.3731931668856765,0.7502551020408164
CUST-0152,Business,Annual,Retail,500+,199,5192.9,Partner,North America,2023-06-09,Yes,2024-08-22,Poor Support,4,5,36,No,2023-06-09,2024-08-22,14.45466491458607,0.6138775510204082
CUST-0153,Starter,Monthly,Retail,1-10,6,50.75,Partner,North America,2025-05-09,Yes,2025-11-30,Budget Cuts,8,4,18,No,2025-05-09,2025-11-30,6.734559789750328,0.7638520408163266
CUST-0154,Professional,Annual,Legal,1-10,1,67.15,Partner,Europe,2024-08-11,Yes,2025-02-26,Poor Support,1,5,14,No,2024-08-11,2025-02-26,6.5374507227332455,0.7546173469387755
CUST-0155,Starter,Monthly,Consulting,500+,230,1025.15,Referral,Asia Pacific,2022-10-14,Yes,2024-04-03,Price Too High,6,2,35,No,2022-10-14,2024-04-03,17.641261498028907,0.6965051020408163
CUST-0156,Business,Monthly,Healthcare,11-50,7,378.1,Organic Search,North America,2024-09-20,No,,,4,5,83,No,2024-09-20,,19.053876478318003,0.3610204081632653
CUST-0157,Professional,Annual,Education,1-10,5,107.44,Direct Sales,Europe,2023-08-06,No,,,9,2,80,No,2023-08-06,,32.55584756898817,0.4135969387755102
CUST-0158,Enterprise,Monthly,Technology,11-50,20,1921.15,Organic Search,Latin America,2023-04-18,No,,,6,2,35,No,2023-04-18,,36.16951379763469,0.6245663265306122
CUST-0159,Starter,Annual,Manufacturing,51-200,66,264.99,Referral,Asia Pacific,2025-10-25,No,,,8,8,30,No,2025-10-25,,5.913272010512483,0.5870408163265306
CUST-0160,Professional,Annual,Legal,51-200,71,772.22,Organic Search,Asia Pacific,2025-01-07,No,,,9,5,93,No,2025-01-07,,15.473061760840999,0.32492346938775507
CUST-0161,Business,Annual,Education,1-10,4,245.27,Partner,Europe,2024-12-11,Yes,2025-04-19,Price Too High,0,6,28,No,2024-12-11,2025-04-19,4.23784494086728,0.6635459183673469
CUST-0162,Starter,Monthly,Finance,500+,150,677.15,Paid Ads,Europe,2022-08-09,Yes,2023-11-26,Budget Cuts,0,3,44,No,2022-08-09,2023-11-26,15.571616294349539,0.6295408163265306
CUST-0163,Starter,Annual,Manufacturing,1-10,2,28.35,Paid Ads,Asia Pacific,2025-01-28,No,,,3,8,20,No,2025-01-28,,14.783180026281208,0.6026020408163265
CUST-0164,Starter,Annual,Healthcare,500+,220,834.4,Organic Search,Europe,2023-08-19,Yes,2025-06-11,Switched Competitor,4,3,12,No,2023-08-19,2025-06-11,21.747700394218132,0.765561224489796
CUST-0165,Starter,Annual,Real Estate,201-500,34,146.67,Organic Search,Asia Pacific,2024-07-15,No,,,12,5,60,No,2024-07-15,,21.254927726675426,0.4674744897959183
CUST-0166,Starter,Monthly,Healthcare,1-10,1,29.0,Social Media,Europe,2023-09-18,Yes,2025-01-25,No Longer Needed,7,5,20,No,2023-09-18,2025-01-25,16.26149802890933,0.6868622448979592
CUST-0167,Starter,Annual,Legal,51-200,40,168.85,Organic Search,North America,2024-12-24,No,,,10,6,35,No,2024-12-24,,15.932982917214192,0.5831377551020408
CUST-0168,Business,Monthly,Legal,11-50,29,1034.8,Partner,Europe,2023-04-05,Yes,2023-04-29,No Longer Needed,12,6,45,No,2023-04-05,2023-04-29,0.7884362680683311,0.5919387755102041
CUST-0169,Business,Annual,Consulting,11-50,5,270.64,Paid Ads,North America,2023-12-06,No,,,0,1,55,Yes,2023-12-06,,28.54796320630749,0.5841581632653061
CUST-0170,Business,Monthly,Media,11-50,32,1124.35,Social Media,Asia Pacific,2024-10-17,No,,,1,1,91,No,2024-10-17,,18.166885676741128,0.44446428571428576
CUST-0171,Starter,Monthly,Finance,1-10,7,55.1,Organic Search,Europe,2022-09-18,Yes,2023-07-31,Budget Cuts,3,2,24,No,2022-09-18,2023-07-31,10.38107752956636,0.7796938775510204
CUST-0172,Business,Monthly,Healthcare,1-10,5,318.4,Referral,North America,2022-07-10,Yes,2024-05-08,No Longer Needed,14,3,38,No,2022-07-10,2024-05-08,21.944809461235216,0.634795918367347
CUST-0173,Professional,Annual,Media,1-10,6,117.51,Social Media,Asia Pacific,2024-09-14,No,,,12,9,38,No,2024-09-14,,19.250985545335084,0.4652551020408163
CUST-0174,Enterprise,Annual,Education,201-500,65,4495.99,Paid Ads,North America,2024-11-30,No,,,10,2,91,No,2024-11-30,,16.72141918528252,0.4200765306122449
CUST-0175,Business,Annual,Consulting,51-200,50,1412.4,Direct Sales,North America,2022-10-11,No,,,12,8,26,No,2022-10-11,,42.3784494086728,0.4654591836734694
CUST-0176,Starter,Monthly,Media,500+,205,916.4,Social Media,North America,2023-08-06,Yes,2023-09-11,Budget Cuts,7,3,19,No,2023-08-06,2023-09-11,1.1826544021024967,0.8104081632653062
CUST-0177,Professional,Monthly,Technology,500+,239,2899.3,Partner,Asia Pacific,2024-12-06,Yes,2025-11-09,Poor Support,4,6,14,No,2024-12-06,2025-11-09,11.103810775295663,0.7068877551020408
CUST-0178,Professional,Annual,Manufacturing,11-50,31,369.33,Direct Sales,Asia Pacific,2024-09-11,No,,,4,6,81,No,2024-09-11,,19.349540078843624,0.3398724489795918
CUST-0179,Starter,Monthly,Consulting,51-200,67,316.1,Referral,Europe,2024-06-25,No,,,3,10,26,No,2024-06-25,,21.911957950065702,0.4849234693877551
CUST-0180,Professional,Annual,Real Estate,51-200,29,349.18,Referral,North America,2022-10-12,Yes,2025-03-25,Budget Cuts,2,5,42,No,2022-10-12,2025-03-25,29.402102496714846,0.525841836734694
CUST-0181,Professional,Monthly,Education,1-10,4,114.55,Paid Ads,North America,2024-02-08,Yes,2024-04-23,Price Too High,9,4,44,No,2024-02-08,2024-04-23,2.463863337713535,0.6504336734693879
CUST-0182,Professional,Annual,Real Estate,51-200,76,822.59,Partner,Europe,2024-05-02,No,,,9,6,37,No,2024-05-02,,23.68593955321945,0.5430357142857143
CUST-0183,Starter,Annual,Education,201-500,83,327.84,Partner,North America,2023-10-01,Yes,2025-01-06,Budget Cuts,8,4,26,No,2023-10-01,2025-01-06,15.210249671484888,0.6909438775510205
CUST-0184,Starter,Monthly,Manufacturing,1-10,7,55.1,Partner,Europe,2024-11-20,No,,,8,2,63,No,2024-11-20,,17.04993429697766,0.5588010204081633
CUST-0185,Professional,Annual,Media,201-500,96,1024.04,Referral,North America,2025-11-17,No,,,3,8,48,No,2025-11-17,,5.157687253613666,0.4999744897959184
CUST-0186,Business,Monthly,Finance,1-10,6,348.25,Partner,Asia Pacific,2025-06-25,Yes,2025-11-28,Budget Cuts,3,2,17,No,2025-06-25,2025-11-28,5.124835742444152,0.8351020408163266
CUST-0187,Professional,Monthly,Education,1-10,4,114.55,Paid Ads,Asia Pacific,2024-09-10,Yes,2024-11-30,Price Too High,9,3,24,No,2024-09-10,2024-11-30,2.6609724047306176,0.7796683673469388
CUST-0188,Business,Monthly,Healthcare,11-50,28,1004.95,Referral,Asia Pacific,2022-08-11,Yes,2024-12-24,Switched Competitor,13,4,15,No,2022-08-11,2024-12-24,28.44940867279895,0.6945408163265306
CUST-0189,Starter,Monthly,Consulting,201-500,141,638.0,Direct Sales,North America,2025-09-11,No,,,11,4,88,No,2025-09-11,,7.35873850197109,0.4114285714285715
CUST-0190,Professional,Monthly,Consulting,51-200,70,896.65,Social Media,North America,2023-07-10,No,,,7,10,63,No,2023-07-10,,33.44283837056504,0.25515306122448983
CUST-0191,Starter,Monthly,Media,11-50,30,155.15,Partner,North America,2022-12-21,Yes,2023-01-25,No Longer Needed,15,2,23,No,2022-12-21,2023-01-25,1.149802890932983,0.8205357142857143
CUST-0192,Business,Monthly,Real Estate,51-200,74,2378.05,Social Media,North America,2022-03-16,No,,,8,10,46,Yes,2022-03-16,,49.24441524310118,0.2788010204081633
CUST-0193,Enterprise,Monthly,Retail,11-50,33,2894.2,Social Media,North America,2024-09-18,No,,,0,1,43,Yes,2024-09-18,,19.11957950065703,0.680765306122449
CUST-0194,Starter,Annual,Finance,500+,225,852.89,Referral,Europe,2023-02-27,No,,,6,9,50,Yes,2023-02-27,,37.81208935611038,0.3331887755102041
CUST-0195,Starter,Annual,Education,1-10,3,32.05,Paid Ads,North America,2023-10-21,Yes,2024-07-19,Budget Cuts,4,5,33,No,2023-10-21,2024-07-19,8.935611038107753,0.6503061224489796
CUST-0196,Professional,Annual,Media,11-50,20,258.53,Paid Ads,Europe,2025-03-06,No,,,6,7,95,No,2025-03-06,,13.567674113009199,0.2623214285714286
CUST-0197,Enterprise,Monthly,Consulting,1-10,1,499.0,Organic Search,Asia Pacific,2022-03-25,No,,,8,7,32,No,2022-03-25,,48.94875164257556,0.4399489795918367
CUST-0198,Starter,Monthly,Healthcare,51-200,21,116.0,Referral,Europe,2023-04-19,Yes,2025-01-15,Missing Features,0,1,15,No,2023-04-19,2025-01-15,20.92641261498029,0.8137500000000001
CUST-0199,Professional,Annual,Legal,1-10,4,97.37,Paid Ads,North America,2025-03-03,No,,,2,4,36,No,2025-03-03,,13.66622864651774,0.6469387755102041
CUST-0200,Professional,Annual,Education,201-500,35,409.62,Organic Search,North America,2022-10-24,Yes,2024-11-02,Missing Features,15,1,21,No,2022-10-24,2024-11-02,24.31011826544021,0.7706122448979592
CUST-0201,Starter,Monthly,Media,11-50,13,81.2,Partner,Europe,2023-06-28,Yes,2024-10-13,Budget Cuts,15,1,44,No,2023-06-28,2024-10-13,15.538764783180026,0.6896683673469388
CUST-0202,Starter,Monthly,Legal,11-50,30,155.15,Partner,Latin America,2023-10-06,Yes,2023-11-04,Price Too High,3,1,25,No,2023-10-06,2023-11-04,0.9526938239159001,0.8413010204081632
CUST-0203,Business,Monthly,Consulting,1-10,8,407.95,Direct Sales,Latin America,2023-07-30,Yes,2025-04-06,Budget Cuts,1,5,12,No,2023-07-30,2025-04-06,20.2365308804205,0.7114285714285714
CUST-0204,Starter,Monthly,Education,51-200,64,303.05,Partner,North America,2024-05-19,Yes,2024-07-20,Poor Support,11,1,49,No,2024-05-19,2024-07-20,2.0367936925098555,0.7170918367346939
CUST-0205,Business,Annual,Healthcare,51-200,67,1843.73,Organic Search,Europe,2023-12-17,No,,,12,1,85,Yes,2023-12-17,,28.18659658344284,0.43556122448979595
CUST-0206,Starter,Monthly,Healthcare,201-500,72,337.85,Organic Search,Europe,2024-03-23,Yes,2024-07-02,Switched Competitor,5,6,33,No,2024-03-23,2024-07-02,3.3180026281208934,0.6421173469387755
CUST-0207,Business,Monthly,Real Estate,1-10,1,199.0,Partner,North America,2023-04-02,Yes,2023-12-15,No Longer Needed,12,2,16,No,2023-04-02,2023-12-15,8.442838370565045,0.827219387755102
CUST-0208,Starter,Monthly,Consulting,11-50,5,46.4,Referral,North America,2025-01-19,Yes,2025-07-03,Missing Features,8,4,21,No,2025-01-19,2025-07-03,5.4204993429697765,0.753954081632653
CUST-0209,Starter,Annual,Healthcare,51-200,46,191.04,Social Media,Europe,2022-05-05,Yes,2022-07-30,Company Closed,2,1,13,No,2022-05-05,2022-07-30,2.8252299605781865,0.894030612244898
CUST-0210,Enterprise,Monthly,Healthcare,51-200,72,5813.35,Social Media,North America,2022-09-22,Yes,2025-05-26,Price Too High,13,1,17,No,2022-09-22,2025-05-26,32.09592641261498,0.7603826530612245
CUST-0211,Enterprise,Annual,Education,201-500,48,3414.41,Paid Ads,North America,2025-06-30,No,,,12,2,23,No,2025-06-30,,9.756898817345597,0.7871173469387756
CUST-0212,Business,Annual,Retail,1-10,1,169.15,Partner,North America,2024-01-08,No,,,1,6,60,No,2024-01-08,,27.463863337713533,0.4133673469387755
CUST-0213,Business,Annual,Manufacturing,500+,209,5446.63,Partner,North America,2023-05-20,No,,,4,2,31,No,2023-05-20,,35.11826544021025,0.6486479591836735
CUST-0214,Starter,Monthly,Legal,11-50,17,98.6,Referral,North America,2024-09-23,Yes,2025-08-11,No Longer Needed,4,4,10,No,2024-09-23,2025-08-11,10.578186596583443,0.7889285714285714
CUST-0215,Starter,Monthly,Consulting,11-50,21,116.0,Direct Sales,Asia Pacific,2025-01-09,Yes,2025-06-29,Switched Competitor,15,5,27,No,2025-01-09,2025-06-29,5.617608409986859,0.6931887755102041
CUST-0216,Starter,Monthly,Finance,11-50,15,89.9,Organic Search,North America,2024-07-20,Yes,2024-09-16,Poor Support,11,4,20,No,2024-07-20,2024-09-16,1.9053876478318001,0.7726020408163266
CUST-0217,Professional,Monthly,Healthcare,51-200,46,612.25,Partner,North America,2024-04-05,No,,,3,7,39,No,2024-04-05,,24.57293035479632,0.4995918367346939
CUST-0218,Starter,Monthly,Finance,51-200,22,120.35,Direct Sales,North America,2022-10-15,Yes,2024-01-25,Company Closed,3,3,27,No,2022-10-15,2024-01-25,15.341655716162943,0.7154336734693877
CUST-0219,Starter,Annual,Manufacturing,1-10,8,50.53,Organic Search,North America,2023-08-22,No,,,6,8,32,No,2023-08-22,,32.03022339027595,0.4756377551020408
CUST-0220,Professional,Monthly,Education,1-10,1,79.0,Social Media,North America,2023-09-26,Yes,2025-05-11,Price Too High,9,5,44,No,2023-09-26,2025-05-11,19.48094612352168,0.5543622448979593
CUST-0221,Business,Annual,Real Estate,1-10,3,219.9,Organic Search,North America,2025-06-28,No,,,7,8,43,No,2025-06-28,,9.822601839684625,0.5068622448979592
CUST-0222,Professional,Monthly,Media,51-200,47,624.1,Referral,Europe,2024-10-03,No,,,6,8,63,Yes,2024-10-03,,18.626806833114323,0.3726785714285714
CUST-0223,Starter,Monthly,Manufacturing,201-500,68,320.45,Paid Ads,North America,2025-04-01,Yes,2025-10-19,Switched Competitor,9,4,42,No,2025-04-01,2025-10-19,6.603153745072273,0.6443622448979592
CUST-0224,Enterprise,Annual,Healthcare,51-200,72,4941.35,Social Media,Latin America,2025-02-01,Yes,2025-02-13,Missing Features,0,1,11,No,2025-02-01,2025-02-13,0.39421813403416556,0.9134693877551021
CUST-0225,Professional,Annual,Consulting,11-50,27,329.03,Organic Search,North America,2025-11-17,No,,,7,4,39,No,2025-11-17,,5.157687253613666,0.6649744897959183
CUST-0226,Professional,Monthly,Retail,51-200,64,825.55,Organic Search,Europe,2025-04-18,No,,,10,4,87,No,2025-04-18,,12.155059132720105,0.3978061224489796
CUST-0227,Starter,Monthly,Retail,1-10,6,50.75,Referral,Europe,2024-09-10,Yes,2024-10-27,Missing Features,5,3,39,No,2024-09-10,2024-10-27,1.5440210249671484,0.7090051020408163
CUST-0228,Starter,Annual,Consulting,11-50,10,57.93,Organic Search,Europe,2024-01-12,No,,,8,6,46,Yes,2024-01-12,,27.33245729303548,0.4838775510204082
CUST-0229,Enterprise,Monthly,Manufacturing,201-500,118,9256.45,Organic Search,Europe,2024-04-06,No,,,0,10,85,No,2024-04-06,,24.540078843626805,0.17971938775510204
CUST-0230,Starter,Monthly,Finance,11-50,24,129.05,Referral,North America,2023-06-10,Yes,2023-10-22,Switched Competitor,13,1,31,No,2023-06-10,2023-10-22,4.402102496714849,0.7979081632653061
CUST-0231,Starter,Monthly,Education,51-200,33,168.2,Direct Sales,North America,2023-11-16,No,,,4,9,52,No,2023-11-16,,29.204993429697765,0.35660714285714284
CUST-0232,Professional,Monthly,Retail,51-200,44,588.55,Organic Search,Europe,2025-06-09,No,,,9,5,71,No,2025-06-09,,10.446780551905388,0.4544387755102041
CUST-0233,Professional,Monthly,Real Estate,201-500,112,1394.35,Partner,North America,2025-02-07,No,,,0,8,17,No,2025-02-07,,14.45466491458607,0.6188775510204082
CUST-0234,Business,Monthly,Consulting,51-200,55,1810.9,Paid Ads,North America,2024-04-03,Yes,2024-12-04,Poor Support,2,2,15,No,2024-04-03,2024-12-04,8.04862023653088,0.83375
CUST-0235,Business,Annual,Consulting,11-50,15,524.37,Paid Ads,North America,2024-05-09,No,,,6,9,23,Yes,2024-05-09,,23.45597897503285,0.5239285714285714
CUST-0236,Starter,Monthly,Media,201-500,45,220.4,Paid Ads,Europe,2023-07-10,Yes,2023-07-12,Company Closed,7,3,49,No,2023-07-10,2023-07-12,0.0657030223390276,0.6647448979591837
CUST-0237,Professional,Monthly,Consulting,500+,109,1358.8,Direct Sales,Europe,2022-08-15,No,,,0,3,30,No,2022-08-15,,44.250985545335084,0.588188775510204
CUST-0238,Business,Monthly,Real Estate,51-200,29,1034.8,Referral,North America,2023-04-29,No,,,12,1,86,No,2023-04-29,,35.808147174770035,0.4009693877551021
CUST-0239,Business,Monthly,Media,11-50,34,1184.05,Partner,Latin America,2022-04-16,Yes,2023-07-02,Missing Features,8,3,24,No,2022-04-16,2023-07-02,14.520367936925098,0.7336224489795918
CUST-0240,Starter,Annual,Legal,1-10,4,35.74,Social Media,Asia Pacific,2025-02-15,No,,,6,2,23,No,2025-02-15,,14.19185282522996,0.7698979591836734
CUST-0241,Starter,Monthly,Technology,51-200,66,311.75,Referral,Asia Pacific,2023-09-09,Yes,2023-10-29,Budget Cuts,1,4,15,No,2023-09-09,2023-10-29,1.6425755584756898,0.7986224489795919
CUST-0242,Business,Annual,Manufacturing,11-50,10,397.5,Paid Ads,Asia Pacific,2023-11-02,No,,,1,8,38,No,2023-11-02,,29.664914586070957,0.4548214285714286
CUST-0243,Enterprise,Monthly,Retail,201-500,122,9555.85,Organic Search,North America,2024-10-07,No,,,4,7,94,Yes,2024-10-07,,18.495400788436267,0.24818877551020413
CUST-0244,Starter,Monthly,Technology,51-200,23,124.7,Paid Ads,Europe,2025-04-21,Yes,2025-05-07,Poor Support,7,6,18,No,2025-04-21,2025-05-07,0.5256241787122208,0.7279591836734695
CUST-0245,Business,Annual,Manufacturing,1-10,1,169.15,Organic Search,North America,2025-11-28,No,,,5,3,39,No,2025-11-28,,4.7963206307490145,0.6963775510204082
CUST-0246,Professional,Monthly,Consulting,1-10,6,138.25,Referral,Europe,2024-04-15,Yes,2024-06-23,Missing Features,5,4,14,No,2024-04-15,2024-06-23,2.266754270696452,0.8011989795918367
CUST-0247,Business,Annual,Media,500+,251,6512.27,Social Media,Latin America,2025-11-07,No,,,10,6,38,No,2025-11-07,,5.486202365308804,0.6086989795918367
CUST-0248,Starter,Annual,Healthcare,201-500,111,431.37,Direct Sales,Europe,2024-03-22,Yes,2024-11-18,Company Closed,5,1,36,No,2024-03-22,2024-11-18,7.917214191852825,0.7592602040816328
CUST-0249,Professional,Monthly,Finance,1-10,6,138.25,Direct Sales,North America,2025-04-18,Yes,2025-10-15,Poor Support,5,3,36,No,2025-04-18,2025-10-15,5.913272010512483,0.7070408163265307
CUST-0250,Business,Monthly,Education,1-10,1,199.0,Referral,North America,2025-10-14,No,,,1,10,69,No,2025-10-14,,6.274638633377135,0.33063775510204085
CUST-0251,Starter,Annual,Legal,11-50,31,135.57,Partner,Europe,2022-09-28,Yes,2025-01-12,Price Too High,0,6,40,No,2022-09-28,2025-01-12,27.496714848883048,0.5132397959183673
CUST-0252,Business,Annual,Legal,11-50,19,625.86,Social Media,North America,2024-05-12,Yes,2025-10-19,Poor Support,15,2,47,No,2024-05-12,2025-10-19,17.24704336399474,0.6380357142857143
CUST-0253,Professional,Monthly,Legal,11-50,32,446.35,Organic Search,North America,2022-11-29,Yes,2024-01-13,Company Closed,7,1,20,No,2022-11-29,2024-01-13,13.469119579500656,0.8177040816326531
CUST-0254,Starter,Annual,Media,11-50,12,65.32,Organic Search,Europe,2025-05-18,No,,,0,9,50,Yes,2025-05-18,,11.169513797634691,0.43663265306122445
CUST-0255,Business,Monthly,Real Estate,1-10,1,199.0,Organic Search,Europe,2022-03-25,Yes,2022-04-20,Budget Cuts,14,5,28,No,2022-03-25,2022-04-20,0.8541392904073587,0.7066836734693878
CUST-0256,Business,Monthly,Education,11-50,7,378.1,Organic Search,North America,2023-03-07,No,,,10,10,58,Yes,2023-03-07,,37.54927726675427,0.26420918367346946
CUST-0257,Starter,Annual,Retail,500+,285,1074.74,Social Media,North America,2024-09-27,No,,,2,9,91,Yes,2024-09-27,,18.823915900131404,0.20191326530612244
CUST-0258,Starter,Annual,Real Estate,51-200,31,135.57,Referral,Europe,2022-04-19,Yes,2024-04-18,No Longer Needed,4,5,36,No,2022-04-19,2024-04-18,23.98160315374507,0.5768877551020408
CUST-0259,Professional,Annual,Media,201-500,143,1497.45,Partner,Asia Pacific,2025-07-02,No,,,3,1,84,No,2025-07-02,,9.69119579500657,0.5123724489795919
CUST-0260,Professional,Monthly,Real Estate,500+,193,2354.2,Organic Search,North America,2023-07-30,Yes,2025-02-05,Switched Competitor,3,3,39,No,2023-07-30,2025-02-05,18.265440210249672,0.6440816326530613
CUST-0261,Professional,Annual,Legal,1-10,5,107.44,Organic Search,North America,2024-09-08,No,,,1,9,95,No,2024-09-08,,19.44809461235217,0.17948979591836736
CUST-0262,Business,Monthly,Manufacturing,1-10,8,407.95,Partner,North America,2024-02-05,Yes,2025-05-14,Budget Cuts,14,6,19,No,2024-02-05,2025-05-14,15.243101182654401,0.6658163265306123
CUST-0263,Business,Annual,Healthcare,11-50,8,346.76,Partner,Europe,2025-08-08,No,,,3,6,43,No,2025-08-08,,8.47568988173456,0.5720918367346939
CUST-0264,Starter,Monthly,Media,51-200,52,250.85,Organic Search,North America,2025-02-14,No,,,2,7,42,No,2025-02-14,,14.224704336399475,0.5247704081632654
CUST-0265,Professional,Monthly,Manufacturing,51-200,45,600.4,Paid Ads,North America,2025-03-22,No,,,11,1,56,No,2025-03-22,,13.042049934296976,0.6393622448979592
CUST-0266,Starter,Annual,Retail,11-50,22,102.3,Referral,North America,2022-04-14,Yes,2022-07-08,Budget Cuts,5,4,20,No,2022-04-14,2022-07-08,2.7923784494086727,0.7691581632653062
CUST-0267,Enterprise,Monthly,Consulting,1-10,3,648.7,Paid Ads,Asia Pacific,2023-05-07,No,,,3,1,41,No,2023-05-07,,35.545335085413925,0.6269897959183675
CUST-0268,Professional,Annual,Retail,201-500,49,550.63,Organic Search,North America,2022-09-26,No,,,12,7,46,No,2022-09-26,,42.8712220762155,0.393545918367347
CUST-0269,Professional,Monthly,Consulting,1-10,3,102.7,Social Media,Asia Pacific,2025-04-03,Yes,2025-12-11,No Longer Needed,3,2,20,No,2025-04-03,2025-12-11,8.278580814717477,0.8078571428571428
CUST-0270,Professional,Monthly,Media,51-200,66,849.25,Referral,North America,2023-02-25,Yes,2025-08-03,Price Too High,6,2,37,No,2023-02-25,2025-08-03,29.23784494086728,0.6414795918367346
CUST-0271,Professional,Monthly,Technology,11-50,13,221.2,Organic Search,North America,2025-02-24,Yes,2025-03-05,Company Closed,6,4,19,No,2025-02-24,2025-03-05,0.2956636005256242,0.7838520408163265
CUST-0272,Starter,Monthly,Legal,201-500,103,472.7,Partner,Europe,2024-02-21,Yes,2024-05-27,Budget Cuts,11,1,14,No,2024-02-21,2024-05-27,3.1537450722733245,0.8877551020408163
CUST-0273,Professional,Annual,Manufacturing,1-10,6,117.51,Organic Search,Latin America,2025-12-31,No,,,2,9,20,No,2025-12-31,,3.712220762155059,0.6155867346938775
CUST-0274,Professional,Annual,Finance,51-200,41,470.05,Partner,Europe,2025-08-13,No,,,2,8,37,No,2025-08-13,,8.31143232588699,0.5427295918367347
CUST-0275,Business,Monthly,Education,1-10,6,348.25,Organic Search,Latin America,2024-10-01,No,,,7,7,30,No,2024-10-01,,18.69250985545335,0.5674234693877551
CUST-0276,Starter,Monthly,Legal,201-500,50,242.15,Referral,Asia Pacific,2024-01-28,No,,,0,3,40,Yes,2024-01-28,,26.806833114323258,0.6059183673469388
CUST-0277,Enterprise,Monthly,Education,11-50,31,2744.5,Referral,Europe,2023-02-02,Yes,2023-05-07,Switched Competitor,3,1,12,No,2023-02-02,2023-05-07,3.088042049934297,0.8980102040816327
CUST-0278,Business,Monthly,Finance,51-200,48,1601.95,Organic Search,Europe,2025-10-17,No,,,7,4,52,No,2025-10-17,,6.176084099868594,0.5960204081632653
CUST-0279,Starter,Monthly,Finance,1-10,7,55.1,Organic Search,North America,2025-09-09,No,,,4,3,93,No,2025-09-09,,7.424441524310118,0.4161734693877551
CUST-0280,Starter,Monthly,Healthcare,1-10,3,37.7,Direct Sales,Europe,2025-05-01,No,,,2,6,66,No,2025-05-01,,11.727989487516425,0.4444642857142857
CUST-0281,Business,Annual,Legal,11-50,25,778.09,Partner,North America,2025-06-11,No,,,4,3,90,No,2025-06-11,,10.38107752956636,0.4196938775510204
CUST-0282,Professional,Monthly,Finance,11-50,15,244.9,Partner,North America,2025-05-03,No,,,1,6,86,Yes,2025-05-03,,11.662286465177397,0.344719387755102
CUST-0283,Professional,Monthly,Manufacturing,51-200,18,280.45,Paid Ads,North America,2022-11-22,Yes,2025-09-25,Switched Competitor,6,2,11,No,2022-11-22,2025-09-25,34.09986859395532,0.7526020408163265
CUST-0284,Starter,Monthly,Manufacturing,201-500,82,381.35,Organic Search,North America,2024-11-10,No,,,10,4,84,Yes,2024-11-10,,17.378449408672797,0.39252551020408166
CUST-0285,Starter,Monthly,Healthcare,201-500,111,507.5,Social Media,North America,2025-12-13,No,,,9,7,73,No,2025-12-13,,4.303547963206308,0.40829081632653064
CUST-0286,Business,Annual,Finance,1-10,2,194.52,Organic Search,Latin America,2023-07-02,Yes,2023-09-25,Budget Cuts,1,2,39,No,2023-07-02,2023-09-25,2.7923784494086727,0.734158163265306
CUST-0287,Enterprise,Monthly,Manufacturing,51-200,71,5738.5,Referral,North America,2023-01-13,No,,,9,10,36,No,2023-01-13,,39.2904073587385,0.36744897959183676
CUST-0288,Business,Monthly,Technology,11-50,19,736.3,Organic Search,North America,2025-03-22,No,,,12,9,47,Yes,2025-03-22,,13.042049934296976,0.44436224489795917
CUST-0289,Professional,Monthly,Manufacturing,51-200,51,671.5,Organic Search,North America,2022-01-06,No,,,3,7,75,No,2022-01-06,,51.51116951379763,0.21500000000000002
CUST-0290,Business,Annual,Consulting,201-500,55,1539.27,Paid Ads,Latin America,2022-07-29,Yes,2024-05-29,Poor Support,8,2,34,No,2022-07-29,2024-05-29,22.010512483574242,0.6845408163265305
CUST-0291,Enterprise,Annual,Finance,51-200,16,1378.49,Social Media,North America,2023-01-12,No,,,9,6,31,No,2023-01-12,,39.32325886990802,0.5123214285714285
CUST-0292,Professional,Monthly,Technology,1-10,8,161.95,Direct Sales,North America,2023-07-03,Yes,2025-01-31,Switched Competitor,3,1,32,No,2023-07-03,2025-01-31,18.988173455978973,0.7362755102040817
CUST-0293,Professional,Monthly,Finance,11-50,24,351.55,Direct Sales,North America,2022-02-21,Yes,2022-08-11,Switched Competitor,8,1,35,No,2022-02-21,2022-08-11,5.617608409986859,0.773188775510204
